144,976,748,
148,52,639,
148,140,1190,
148,168,170,
148,408,832,
148,432,2123,
148,620,1992,
148,884,1891,
148,916,494,
152,4,483,
152,88,209,
152,108,551,
152,188,44,
152,272,308,
152,304,2095,
152,320,1722,
152,468,1553,
152,516,1489,
152,840,1924,
152,856,644,
156,388,624,
156,500,1551,
156,544,1436,
156,584,1467,
156,640,736,
156,924,496,
156,952,800,
160,44,1178,
160,148,746,
160,188,42,
160,392,626,
160,400,625,
160,676,1042,
160,724,1469,
160,784,580,
160,812,1189,
160,876,1892,
160,996,1871,
164,28,961,
164,212,184,
164,248,2003,
164,288,1029,
164,552,1435,
164,700,167,
164,892,962,
164,964,539,
164,996,1659,
168,4,485,
168,68,165,
168,212,183,
168,328,740,
168,484,500,
168,584,2129,
172,116,401,
172,160,366,
172,620,2118,
172,648,1778,
172,828,1825,
172,904,960,
176,136,1893,
176,172,14,
176,272,307,
176,356,369,
176,360,371,
176,420,188,
176,468,1372,
176,772,634,
176,948,948,
180,92,968,
180,100,967,
180,232,105,
180,248,83,
180,388,1727,
180,420,187,
180,444,1781,
180,532,2183,
180,668,1453,
180,784,635,
180,844,2134,
180,872,1528,
184,48,2133,
184,76,1529,
184,200,1003,
184,292,2082,
184,312,1039,
184,604,1138,
184,692,543,
184,724,1064,
184,920,700,
184,1020,1271,
188,28,348,
188,120,404,
188,136,1894,
188,152,545,
188,200,1002,
188,516,2088,
188,980,541,
188,1020,1607,
192,20,749,
192,576,2096,
192,816,776,
192,840,1983,
192,948,1429,
192,964,1843,
196,68,932,
196,224,512,
196,320,956,
196,424,186,
196,460,1371,
196,492,1978,
196,536,1514,
196,556,489,
196,632,1777,
196,740,1603,
196,876,1034,
200,0,1141,
200,180,61,
200,244,185,
200,268,2049,
200,272,2050,
200,380,664,
200,460,1373,
200,672,773,
200,776,1946,
200,856,966,
204,44,1870,
204,128,1004,
204,144,54,
204,592,1151,
204,692,1890,
204,724,2160,
204,756,36,
208,192,60,
208,360,327,
208,488,1979,
208,896,1499,
208,980,699,
208,1004,346,
212,68,1661,
212,416,1710,
212,832,234,
212,928,347,
216,0,144,
216,56,1869,
216,88,690,
216,156,341,
216,236,272,
216,288,2119,
216,316,6,
216,512,1631,
216,592,1150,
216,600,1144,
216,640,2073,
216,664,1010,
216,972,927,
220,24,1654,
220,256,8,
220,344,148,
220,400,370,
220,696,1491,
220,800,47,
220,804,78,
220,1020,1798,
224,24,1868,
224,124,677,
224,164,1202,
224,316,7,
224,360,1939,
224,560,1208,
224,612,1147,
224,676,12,
224,712,1427,
224,740,1299,
224,944,930,
224,1020,1827,
228,108,676,
228,536,559,
228,560,2054,
228,584,1148,
228,864,1099,
228,1004,1792,
232,4,550,
232,196,1560,
232,200,1562,
232,440,1502,
232,444,1501,
232,452,1500,
232,656,560,
232,832,675,
232,904,1558,
236,40,1655,
236,44,1867,
236,84,692,
236,264,544,
236,408,2175,
236,592,1145,
236,696,1021,
236,752,1648,
236,900,1559,
236,964,673,
236,988,1830,
240,176,20,
240,220,2128,
240,288,2002,
240,324,723,
240,492,1723,
240,520,1338,
240,784,50,
244,0,522,
244,244,1179,
244,376,1627,
244,384,1626,
244,628,1011,
244,640,1944,
244,804,2035,
244,808,461,
244,912,457,
248,108,319,
248,160,1278,
248,248,1180,
248,372,1628,
248,1016,1509,
248,1020,1511,
252,20,547,
252,44,1657,
252,92,320,
252,136,1475,
252,336,697,
252,400,1813,
252,560,2142,
252,584,1582,
252,664,920,
252,720,3,
252,752,1543,
252,864,805,
252,952,1362,
252,992,1793,
256,0,521,
256,268,872,
256,304,725,
256,468,1999,
256,496,2098,
256,612,447,
256,652,412,
256,676,1263,
260,204,1758,
260,228,934,
260,308,724,
260,436,1719,
260,520,1858,
260,696,1612,
260,772,633,
260,836,1527,
260,928,334,
260,964,747,
264,420,1701,
264,540,1857,
264,632,1214,
264,1016,1510,
268,0,520,
268,192,1561,
268,244,2167,
268,732,980,
268,884,403,
272,20,549,
272,44,1142,
272,104,1184,
272,356,1590,
272,444,1685,
272,492,1724,
272,604,591,
272,812,428,
276,100,1183,
276,156,1474,
276,168,1473,
276,224,2135,
276,344,1591,
276,364,1592,
276,392,511,
276,680,1022,
276,704,2107,
276,828,1968,
276,864,1656,
276,988,929,
280,80,68,
280,112,1182,
280,456,1693,
280,472,1694,
280,772,2066,
280,848,1847,
280,884,1200,
280,916,1281,
284,132,2026,
284,232,19,
284,292,29,
284,296,27,
284,328,2136,
284,580,1716,
284,640,1512,
284,656,1713,
284,800,2042,
284,944,333,
288,0,780,
288,52,1800,
288,264,268,
288,380,379,
288,504,2099,
288,544,1692,
288,556,1718,
288,620,2019,
288,672,583,
288,692,2089,
288,740,1670,
288,952,335,
292,420,1699,
296,604,199,
296,608,198,
296,828,1823,
296,896,1098,
296,1020,1610,
300,124,2018,
300,252,269,
300,312,1124,
300,352,1280,
300,412,1698,
300,584,2021,
300,680,286,
300,768,2032,
300,772,472,
300,852,2182,
304,172,1028,
304,192,1209,
304,204,2030,
304,236,267,
304,440,1703,
304,456,2000,
304,480,1222,
304,532,2176,
304,648,149,
304,716,816,
304,820,1917,
304,868,465,
304,976,1273,
308,0,565,
308,36,1282,
308,84,2027,
308,104,1455,
308,204,1472,
308,288,2159,
308,384,380,
308,392,378,
308,740,971,
312,128,46,
312,148,2058,
312,288,2158,
312,320,1677,
312,348,1940,
312,364,321,
312,620,2020,
312,928,354,
312,996,1266,
316,172,1332,
316,176,1333,
316,216,1211,
316,296,2157,
316,416,1303,
316,580,1030,
316,672,775,
316,692,168,
316,720,451,
316,996,658,
320,0,566,
320,560,739,
320,900,1177,
320,1004,657,
324,108,256,
324,252,194,
324,436,1702,
324,472,326,
324,536,994,
324,588,1795,
324,600,924,
324,640,469,
324,764,413,
324,1016,1268,
328,28,21,
328,88,48,
328,388,1328,
328,424,1700,
328,508,103,
328,624,955,
328,848,1596,
328,924,355,
328,956,1845,
328,1020,659,
332,168,1336,
332,284,247,
332,360,1243,
332,456,1725,
332,660,15,
332,732,275,
332,804,721,
336,132,1118,
336,336,1054,
336,708,2060,
336,780,453,
336,812,720,
336,856,1598,
336,884,1608,
340,0,1041,
340,152,2041,
340,396,976,
340,480,665,
340,788,454,
344,12,145,
344,44,523,
344,324,2138,
344,408,972,
344,824,722,
348,88,1174,
348,116,72,
348,188,1007,
348,208,77,
348,252,1181,
348,300,246,
348,364,2114,
348,576,1907,
348,608,1998,
348,632,444,
348,760,1573,
348,924,1254,
348,972,540,
348,1020,1609,
352,36,524,
352,432,1642,
352,540,1228,
352,668,325,
356,56,1826,
356,172,1927,
356,380,1050,
356,592,1906,
356,740,316,
356,860,1597,
360,104,438,
360,136,1283,
360,208,76,
360,360,1104,
360,488,1678,
360,496,1679,
360,696,726,
360,900,356,
360,932,1033,
360,952,1056,
364,0,519,
364,232,1037,
364,456,663,
364,632,2177,
364,704,728,
364,796,1139,
364,996,799,
368,72,1760,
368,156,62,
368,236,1036,
368,268,2001,
368,568,1031,
368,648,1260,
368,972,538,
372,292,1,
372,348,2137,
372,408,1600,
372,428,491,
372,440,1024,
372,528,1348,
372,700,727,
372,768,1143,
372,876,467,
372,896,514,
372,912,122,
376,16,2120,
376,44,548,
376,96,613,
376,172,1759,
376,208,81,
376,312,28,
376,588,2154,
376,612,1038,
376,672,921,
376,768,1149,
376,828,2124,
376,1020,1605,
380,464,329,
380,540,837,
380,572,104,
380,708,1545,
380,820,2125,
380,1020,1269,
384,64,884,
384,108,642,
384,124,1544,
384,328,109,
384,376,1055,
384,428,490,
384,508,1349,
388,28,406,
388,164,1914,
388,188,270,
388,260,771,
388,632,806,
388,652,115,
388,924,1733,
392,40,546,
392,144,11,
392,392,1352,
392,436,200,
392,540,1347,
392,608,1066,
392,612,1048,
392,652,446,
392,716,1547,
392,776,662,
392,792,660,
396,60,1230,
396,224,22,
396,300,388,
396,332,110,
396,500,1206,
396,712,1546,
396,744,271,
396,760,1361,
396,852,407,
396,944,680,
396,956,1565,
400,0,1402,
400,260,772,
400,284,1261,
400,416,1697,
400,476,926,
400,504,2052,
400,972,672,
400,1012,1606,
400,1016,1270,
404,0,1401,
404,104,396,
404,128,1116,
404,160,945,
404,464,1051,
404,564,1882,
404,868,515,
404,888,442,
404,908,917,
408,184,75,
408,220,0,
408,344,108,
408,364,1484,
408,448,1726,
408,576,1881,
408,632,1067,
408,696,1928,
408,732,480,
412,296,387,
412,636,1049,
412,948,1918,
416,0,1275,
416,68,1456,
416,168,2074,
416,404,977,
416,780,2051,
416,832,466,
420,52,2149,
420,200,683,
420,256,1481,
420,288,389,
420,388,337,
420,512,1643,
420,532,1366,
420,860,459,
424,32,2148,
424,92,1652,
424,96,1865,
424,136,1152,
424,312,534,
424,412,973,
424,480,1541,
424,540,1367,
424,600,373,
424,704,1061,
424,744,1154,
424,920,655,
424,980,1735,
428,136,1153,
428,248,1466,
428,352,1194,
428,432,157,
428,608,372,
428,656,1634,
428,660,1632,
428,944,1731,
432,120,220,
432,160,1747,
432,204,682,
432,248,1480,
432,376,2059,
432,668,1633,
432,732,1462,
436,324,56,
436,352,1196,
436,460,452,
436,756,2008,
436,1020,1828,
440,12,1393,
440,284,1160,
440,392,1221,
440,496,1290,
440,552,707,
440,584,1365,
440,712,2017,
440,788,1258,
440,820,1671,
440,840,969,
440,884,2169,
440,1020,1799,
444,112,217,
444,212,391,
444,296,1195,
444,420,975,
444,552,705,
444,692,807,
444,964,441,
444,1016,1829,
448,8,1392,
448,48,685,
448,72,1380,
448,152,1985,
448,236,1334,
448,408,974,
448,480,954,
448,548,706,
448,760,1294,
448,800,1583,
448,916,679,
448,944,678,
452,0,818,
452,36,686,
452,192,392,
452,272,1327,
452,340,1079,
452,436,158,
452,520,1641,
452,572,1586,
452,584,1585,
452,864,765,
452,932,1732,
452,988,1831,
456,124,265,
456,176,1769,
456,448,384,
456,612,1292,
456,672,35,
456,732,947,
460,416,791,
460,584,1584,
460,1000,1832,
464,212,1767,
464,256,1464,
464,312,1115,
464,356,1074,
464,388,1161,
464,460,2127,
464,480,938,
464,840,70,
468,96,1653,
468,100,1866,
468,144,287,
468,256,1479,
468,280,123,
468,504,1023,
468,648,427,
468,688,696,
472,0,1622,
472,64,1277,
472,168,177,
472,328,88,
472,420,1132,
472,532,2117,
472,736,939,
472,812,2031,
472,884,1784,
472,1012,1797,
476,20,1397,
476,224,811,
476,300,1753,
476,388,1163,
476,460,1956,
476,628,1776,
476,812,471,
476,876,1783,
480,20,1395,
480,184,339,
480,364,1075,
480,436,323,
480,584,1454,
480,772,460,
480,776,2034,
484,28,1396,
484,64,1276,
484,132,285,
484,248,1326,
484,504,1025,
484,952,1981,
488,288,1105,
488,332,89,
488,536,1796,
488,548,1794,
488,712,440,
488,752,1316,
488,912,410,
488,980,131,
492,168,498,
492,216,82,
492,520,1077,
492,524,1071,
492,664,2048,
492,840,1604,
492,880,1782,
492,936,1614,
492,1020,1848,
496,36,1379,
496,104,37,
496,136,1026,
496,320,248,
496,420,1341,
496,480,743,
496,564,590,
496,688,1494,
500,28,1377,
500,184,2090,
500,244,1162,
500,360,1133,
500,380,1076,
500,400,338,
500,460,2069,
500,732,439,
500,800,399,
504,60,1382,
504,500,203,
504,532,134,
504,608,299,
504,948,1982,
508,0,1408,
508,28,1378,
508,216,575,
508,264,125,
508,288,2113,
508,304,1106,
508,444,1052,
508,560,925,
508,580,1840,
508,836,767,
508,960,1579,
512,112,1762,
512,160,2121,
512,332,2085,
512,624,297,
512,812,1083,
512,872,1095,
512,932,1578,
512,1020,2163,
516,192,1167,
516,260,647,
516,364,1131,
516,424,1705,
516,624,1645,
516,752,1602,
516,872,1097,
516,1020,2165,
520,212,424,
520,316,1171,
520,396,671,
520,484,2153,
520,500,2091,
520,536,1815,
520,660,919,
520,708,215,
520,728,2111,
520,768,1542,
524,0,1407,
524,56,1417,
524,76,2039,
524,148,1013,
524,228,425,
524,276,1488,
524,872,1096,
524,912,1564,
524,976,1837,
524,988,1836,
528,20,1414,
528,28,1413,
528,128,302,
528,244,1711,
528,328,2086,
528,388,669,
528,396,670,
528,436,1708,
528,504,1644,
528,560,889,
528,688,1262,
528,840,1973,
528,940,1580,
532,184,979,
532,196,2168,
532,296,1279,
532,348,1172,
532,544,1223,
532,580,1018,
532,596,1358,
532,676,481,
532,796,1093,
536,0,1415,
536,124,300,
536,172,386,
536,272,1505,
536,468,417,
536,824,400,
540,28,815,
540,516,416,
540,912,1738,
544,304,1860,
544,344,1170,
544,372,1072,
544,436,1707,
544,440,1709,
544,456,1706,
544,708,1691,
544,972,2077,
548,0,1404,
548,32,814,
548,60,1381,
548,232,1388,
548,264,1601,
548,408,360,
548,480,423,
548,536,552,
548,632,317,
548,796,1092,
548,884,762,
548,924,1739,
548,960,2078,
552,16,1409,
552,104,820,
552,152,1646,
552,168,1019,
552,200,1599,
552,560,397,
552,672,937,
552,692,1444,
552,752,1513,
552,884,764,
552,1004,1530,
556,136,1014,
556,184,322,
556,212,2166,
556,288,1016,
556,576,1017,
556,600,33,
556,656,2062,
556,736,1689,
556,884,763,
556,1020,1535,
560,348,1675,
560,388,902,
560,488,574,
560,524,789,
560,844,1094,
560,1020,1532,
564,60,1416,
564,72,1375,
564,248,592,
564,424,1342,
564,464,952,
564,500,593,
564,720,608,
564,772,4,
564,968,2076,
568,108,821,
568,280,1504,
568,452,953,
568,572,1008,
568,600,1420,
568,752,1359,
568,776,264,
568,932,1524,
568,984,2010,
572,0,1618,
572,28,1405,
572,168,1714,
572,192,1957,
572,260,419,
572,300,866,
572,324,864,
572,516,1695,
572,552,774,
572,796,455,
572,1008,1531,
576,60,1374,
576,136,202,
576,380,1127,
576,672,1434,
576,696,2172,
576,828,802,
576,1020,1533,
580,316,790,
580,360,1353,
580,400,878,
580,412,1078,
580,488,573,
580,616,1875,
580,640,1419,
580,716,2151,
584,12,1384,
584,196,1289,
584,336,868,
584,432,579,
584,572,993,
584,868,1539,
584,984,357,
588,32,1406,
588,80,2038,
588,244,1683,
588,524,581,
588,676,1445,
588,740,1779,
588,780,1146,
588,880,1540,
588,936,2155,
592,12,1383,
592,80,2037,
592,152,1765,
592,288,2112,
592,652,1852,
592,824,266,
592,1012,1534,
596,108,1015,
596,220,1853,
596,308,2184,
596,440,1012,
596,488,584,
596,504,1696,
596,544,1217,
596,592,1053,
596,652,601,
596,912,568,
600,24,1385,
600,180,1158,
600,184,1159,
600,268,362,
600,396,1125,
600,428,2173,
600,460,1761,
600,564,375,
600,612,201,
600,952,2100,
604,48,1370,
604,216,602,
604,328,1704,
604,380,1126,
604,524,732,
604,668,310,
604,696,2044,
604,724,1197,
604,752,2011,
604,796,1899,
604,812,1900,
604,912,569,
604,976,965,
608,8,1621,
608,132,2150,
608,348,1386,
608,420,1936,
608,636,963,
608,856,753,
608,904,567,
612,0,1620,
612,24,1403,
612,244,783,
612,288,449,
612,472,2179,
612,880,1320,
616,408,1483,
616,608,2097,
616,768,2130,
616,844,588,
616,944,1321,
616,1008,2164,
620,204,1684,
620,320,1720,
620,436,1343,
620,644,1816,
620,712,1073,
620,812,1199,
620,924,374,
624,96,2122,
624,112,1490,
624,152,31,
624,172,1355,
624,260,1027,
624,368,865,
624,484,599,
624,500,597,
624,532,741,
624,572,595,
624,684,828,
624,788,795,
628,0,1617,
628,388,890,
628,608,1525,
628,664,1817,
628,888,1977,
628,976,245,
628,1020,1942,
632,0,1619,
632,76,1951,
632,172,1354,
632,252,1335,
632,288,733,
632,548,1721,
632,632,450,
632,744,2105,
632,828,661,
632,1016,1943,
636,40,236,
636,144,30,
636,868,1526,
640,68,1950,
640,208,55,
640,288,734,
640,304,1351,
640,436,1935,
640,696,940,
640,720,839,
640,764,1905,
640,956,1319,
644,332,100,
644,376,1399,
644,460,156,
644,500,1169,
644,576,1452,
644,620,858,
644,644,415,
644,804,120,
644,848,2012,
644,944,1854,
648,36,871,
648,228,394,
648,264,1492,
648,332,336,
648,412,1896,
648,928,1834,
652,52,101,
652,172,66,
652,356,1814,
652,412,1897,
652,524,2146,
652,732,958,
652,896,1108,
652,1000,1256,
652,1020,92,
656,0,1090,
656,100,244,
656,104,243,
656,156,67,
656,192,622,
656,556,1356,
656,596,1839,
656,732,991,
656,776,118,
656,996,1255,
660,128,18,
660,300,951,
660,444,1938,
660,620,793,
660,664,2180,
660,684,2093,
660,708,2152,
664,824,2181,
664,884,1109,
664,900,1107,
664,940,651,
664,972,1737,
668,0,1091,
668,196,618,
668,236,1589,
668,252,398,
668,384,1412,
668,392,1410,
668,420,1458,
668,500,1432,
668,572,377,
668,584,376,
668,808,1485,
668,1004,1325,
672,52,218,
672,172,393,
672,280,315,
672,484,1433,
672,692,935,
672,704,1020,
672,856,1080,
676,140,38,
676,216,2083,
676,316,528,
676,764,880,
680,360,1251,
680,448,2092,
680,464,1937,
680,520,610,
680,536,2115,
680,608,643,
680,628,558,
680,828,2110,
684,44,224,
684,48,223,
684,112,291,
684,260,32,
684,420,1878,
684,556,132,
684,584,1859,
684,652,1418,
684,732,1424,
684,784,738,
684,1020,537,
688,160,1766,
688,188,1136,
688,320,535,
688,712,607,
688,772,881,
688,976,1923,
688,992,1057,
692,76,1715,
692,156,1123,
692,208,293,
692,372,1903,
692,600,611,
692,680,829,
692,940,1318,
696,96,499,
696,232,430,
696,396,594,
696,456,1503,
696,476,1239,
696,764,117,
696,796,1284,
696,860,34,
696,912,2131,
700,340,311,
700,520,463,
700,648,819,
700,696,605,
700,832,1821,
700,880,1324,
700,940,916,
704,0,304,
704,8,305,
704,564,900,
704,596,609,
704,620,298,
708,0,303,
708,136,1134,
708,140,1135,
708,172,1165,
708,224,431,
708,424,1861,
708,492,2185,
708,736,1285,
712,364,768,
712,392,587,
712,500,1465,
712,532,1910,
712,700,604,
712,752,838,
712,812,2007,
712,880,978,
712,1004,2055,
716,104,288,
716,252,693,
716,256,694,
716,260,695,
716,292,1741,
716,296,1740,
716,356,867,
716,448,1329,
716,572,1912,
716,636,2186,
716,668,1911,
716,840,1945,
716,964,129,
716,1004,2056,
720,40,10,
720,44,9,
720,168,1961,
720,336,769,
720,424,1764,
720,716,445,
720,1000,2057,
724,96,290,
724,152,1164,
724,192,176,
724,396,586,
724,544,1904,
724,584,1913,
724,780,698,
724,800,830,
724,912,766,
724,940,1838,
728,80,289,
728,212,87,
728,472,2067,
728,612,1810,
728,652,1431,
728,684,758,
728,756,850,
728,888,1477,
732,312,817,
732,340,845,
732,1020,2101,
736,120,2061,
736,620,901,
736,628,1809,
736,720,1253,
736,820,1426,
736,836,1468,
736,924,1822,
740,60,668,
740,356,869,
740,372,1744,
740,436,1330,
740,492,536,
744,56,667,
744,92,666,
744,172,292,
744,272,1191,
744,408,1587,
744,536,2147,
744,664,1350,
744,752,847,
744,960,915,
744,988,1615,
744,1004,1920,
744,1020,2102,
748,0,249,
748,204,1947,
748,280,1193,
748,312,810,
748,516,1114,
748,608,1576,
748,736,596,
748,880,1901,
752,460,1772,
752,560,1252,
752,820,2103,
756,144,1062,
756,228,844,
756,476,1754,
756,504,1113,
756,700,854,
756,764,857,
756,856,809,
756,928,1323,
756,1008,1855,
760,124,1337,
760,252,1226,
760,432,1411,
760,520,562,
760,584,756,
760,780,851,
760,856,808,
764,60,139,
764,184,179,
764,260,1225,
764,328,1044,
764,348,197,
764,408,2174,
764,448,418,
764,604,997,
764,960,1791,
768,0,250,
768,100,835,
768,220,843,
768,288,1224,
768,380,813,
768,468,1770,
768,480,1752,
768,496,276,
768,616,998,
768,668,1877,
768,768,1346,
768,888,964,
768,944,798,
768,988,653,
772,52,140,
772,112,834,
772,144,57,
772,176,1768,
772,584,757,
772,724,503,
772,732,761,
772,920,91,
776,324,1045,
780,84,138,
780,404,121,
780,500,563,
780,540,1742,
780,648,1876,
780,696,501,
780,820,1423,
780,1020,1119,
784,20,141,
784,264,59,
784,312,253,
784,468,1588,
784,752,794,
784,784,504,
784,844,1203,
784,1020,1120,
788,352,195,
788,712,759,
788,800,656,
788,884,1450,
792,36,142,
792,112,281,
792,200,124,
792,236,1400,
792,444,1249,
792,564,2144,
792,616,1137,
792,696,852,
792,916,1449,
792,948,1231,
796,0,1089,
796,60,258,
796,152,58,
796,392,729,
796,412,381,
796,484,1941,
796,504,294,
796,532,196,
796,556,2143,
796,664,464,
796,672,752,
800,24,143,
800,72,259,
800,276,770,
800,340,252,
800,600,2022,
800,740,841,
800,768,859,
800,828,603,
800,868,2104,
800,980,1972,
800,1020,1121,
804,220,1389,
804,376,2014,
804,468,585,
804,640,1086,
804,676,1482,
804,888,1447,
808,176,836,
808,300,80,
808,424,295,
808,520,576,
808,792,792,
808,944,1216,
812,40,885,
812,156,239,
812,264,1949,
812,360,254,
812,572,1682,
812,704,906,
812,924,1446,
816,224,1391,
816,264,1948,
816,548,578,
816,616,1069,
816,720,907,
816,1012,1786,
820,0,1729,
820,16,1774,
820,128,283,
820,224,1390,
820,316,1192,
820,444,39,
820,684,888,
820,716,908,
820,756,654,
820,852,1322,
824,0,1730,
824,200,1879,
824,284,1234,
824,412,1459,
824,492,1046,
824,668,2,
824,880,1443,
824,896,510,
824,964,944,
828,76,1550,
828,456,41,
828,472,40,
828,832,840,
828,992,1581,
832,76,1549,
832,124,284,
832,164,1476,
832,244,1398,
832,356,174,
832,628,2046,
832,652,1976,
832,780,502,
832,916,2009,
832,1020,1616,
836,16,1773,
836,336,2106,
836,368,175,
836,396,893,
836,552,238,
836,792,853,
840,500,1235,
840,524,382,
840,728,1357,
840,808,760,
840,840,589,
844,36,1457,
844,56,1201,
844,144,525,
844,320,296,
844,432,2116,
844,532,383,
844,584,895,
844,684,1989,
844,712,1997,
844,884,2171,
848,0,1728,
848,96,274,
848,180,2015,
848,288,1186,
848,304,717,
848,764,2047,
848,920,1440,
848,932,933,
852,592,896,
852,960,1835,
852,1020,1908,
856,12,1775,
856,140,527,
856,240,2063,
856,408,877,
856,556,1240,
856,716,1995,
856,736,1996,
